feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0.16327924345092343,-0.2776520151051812,0.2960886293622902,0.940276128841841,-0.33219010743235616,-0.29920389963475624,0.9253057925317945,0.3593051535452372,-0.46853041328673367,0.1789690954496647
-0.4835996940429724,-0.5045200060282193,0.017211939859114806,-1.4803786571346185,-1.3698815129845874,-0.5168182255467336,-0.8515526847927991,0.05107122656936825,-0.7645014898557646,-1.1699208459797927
0.8160889565829867,-0.33828030832170325,-0.10268563424430459,-1.136239906382923,-0.5481345702596602,-0.07037632172966332,-0.9462637079085644,0.09286670969198059,-0.5570513749459549,-0.396680513589433
-0.5767704285089887,1.1013953661216485,-0.15837861098167866,-0.8776862638765017,0.4033564940256853,-0.9535422735561451,-0.01407513218022146,-1.495526301411854,-1.0480629528935004,-0.059569086919760005
0.3261574500059134,-0.0631386324873989,-0.2285923268203894,-0.3447061582727514,-1.1983702816681454,-0.6213025489703181,-0.4730221963497267,0.5563351581188748,0.0802145071490271,-1.4119350918111868
0.04697143609830386,-0.4486474549746293,-0.6143848408100189,0.29828739378445657,0.5484575906623902,0.47364695856445865,-0.7325397361535989,-0.37297285697180255,0.07187638547489657,0.4777363243619601
-0.49421550389632235,-0.31048703550409446,-0.9095426316969931,-0.9752473853646146,0.39638240551146636,0.7554607722345806,-0.20661540415280963,0.5198865515608233,0.09237442583951307,-0.6405505961815594
0.07210976645399615,0.8836888446320706,-0.17372636227662042,0.9695903175303148,-1.9927529292683108,0.40111276873969653,-0.09758094212057147,-0.3660319423009464,-0.0897606200587687,-1.5668638359166684
-0.31937846960736166,0.06554496959033342,0.8667318989656442,-0.49768571105720727,-0.7319768849615257,-0.476677199001343,0.4702603940242772,0.060935923148539885,-0.5092164719690251,0.15875668538918528
-0.10597180023207649,0.4892144903633443,-0.6316587438250856,-0.3634148427776385,-0.44213927825157623,-1.1144706869936014,0.04573973942644208,0.014892820483252566,-0.14823768927014835,-0.3572759562766222
-1.1249682516152177,-0.47328552262338336,-0.38466671711155037,-0.6977500262408207,-0.2814683805343496,0.12401282653916278,1.1357373064810234,-0.04392454092665526,0.022128481131250127,-0.24677573435464892
-1.4641291332018829,-0.2002313455884452,-0.10770192424793058,1.6025939146555344,-0.303099244427311,0.056037222987447594,-0.18104720609756852,-0.9575356185138066,0.6195865082338632,0.32344009489340214
0.3615728243971047,-0.8118859605035345,0.8151119599237253,-1.1201103867050068,0.23929890453303554,1.3086740840097408,-0.8362694963752745,-0.5478286202978356,-0.08443537175966921,-0.5428137063810734
-1.2161203067229187,-0.13436212536178388,-0.8792776646136536,0.20101638435838187,-0.8091934849100593,0.883909949906325,-0.6941759890340278,-0.38171215779923834,0.39734274789904583,-1.0447245186611238
-0.018128011684450294,0.7237256640801129,-1.2540078028765627,-0.0025359522869060915,0.011698616165228713,0.3745338047912835,-1.0051877327506893,-1.0607673206786563,0.20056240213708437,0.009517824079843392
-0.0026098220449580914,0.05815670201266375,-0.6165175019372493,0.03100909658637066,0.034801289779109526,-0.6176599837142702,1.1217452012659666,0.1596128430158829,-0.9556828255078486,0.2576266354855016
-0.828058530532557,0.3634294957002771,0.647261516020236,-0.7107151745983772,0.5013862953784014,0.12980220643110246,0.4062740369454456,1.1274344794784286,-0.31729771119838446,-0.715497805658324
-0.7706779797785988,-0.7470557185347865,-0.20209726956285926,0.10772078128268435,0.02339833326440736,0.4046147150616168,-0.14833926357548957,0.8259533832562916,-0.33030190004994403,1.6815572170084747
0.25016012962463546,-0.7757010987893453,-0.8851811811955632,0.20727175032028805,-0.32474860137813616,0.3295571317395221,0.1671545256693876,-0.21219741686469556,-0.7231779745407482,-1.2406776583487777
-0.47221164663916454,0.4114503511656923,-0.001943543316803358,-1.0101395352700715,-0.04865282514464331,0.11158964848549952,-0.7631406093510317,-0.05810744137902243,-0.11240443668813493,-0.9840761190405027
0.06967874845833708,0.20664885357913507,0.595335978964133,0.609735957273295,-1.1281687827286166,-0.765857383605399,0.1958070089940068,0.18678676582388049,0.1959098190209177,2.4630448940613445
0.21325480009261802,0.6048570784644991,0.5066335836688313,0.3262639765543848,-0.38865324661369566,0.3593783172232711,-0.6870274919801995,-0.3237344714579338,-0.47925378731540597,-0.13891218090408095
1.3881005592400455,-1.4755034393302193,0.3226009249222128,-1.2686507956403899,-0.49770297253668055,0.578206748036017,-0.11318786286504916,-0.8956876590605249,-0.6344371992324356,0.27352749258690157
-0.6634537908682202,-0.031900077091552806,-0.117777381635507,-0.591608030693806,1.323156105790133,0.2764507928523249,-1.5454970218300743,-0.0358467769403527,-0.59831915641242,0.392787049113743
-0.705329479803997,-0.26135191925468687,0.19800265856407828,0.4772692959155112,-1.0047030023748624,-0.36576086080090336,-0.4828293978736375,-0.6070228126675107,1.0397917843191176,0.08403765610068525
-1.020884370293242,0.4540320093949504,1.309566664710868,0.5947055889702375,-1.2268037427551197,-0.46505677294447717,0.7112215111616041,-0.6439821446160444,0.1478388597880253,0.3391041935393452
-0.7958866524924328,-0.2231016918466656,-2.376992288447239,-0.8542121962594079,-0.3450082661868066,-0.971407328778441,0.9617736100060273,-1.1353690551136177,-0.44866858424520073,-0.10519348990695444
0.7996662282062786,-1.1766275103848185,0.6504014581673111,-0.12538986033389227,-0.8524092091716126,0.16251064516340827,-0.020795751987022576,-0.5708986176770262,-0.10458023510146885,-0.46127983431289765
-0.09489565714533184,0.2768614419629539,0.9410502831475434,-1.0045581049536854,1.3155613749248007,-1.438469670056994,-0.2613015288369844,0.23747895577005737,0.03794880743049973,-0.6250802447241189
-0.3115970203677047,-0.523413474082137,-0.5542022098472732,0.4658904998312532,0.07931074554342588,-0.6034407557089758,0.45942788160122805,0.046345695130939134,0.39690063102609613,0.23904807875227513
-0.7299036450464236,-0.569955835915351,0.3645523538981607,0.29736738606724067,-0.18374979618384685,-0.06612895799081815,0.7185932557328268,-0.5650184170433519,0.21753971163708452,-0.3349232017109865
-0.3180372663640861,0.5793698143736277,0.41825016441950624,0.440465731420635,0.7395171461836043,-0.13000628858600327,0.31022989103708626,-0.373689990588442,0.06708666577634731,-0.2852077274903216
-0.10602676685079297,0.2304621131141044,-0.7115067483033258,1.3413510380817413,-0.8694692476088627,-0.9491289598128644,0.6366384034003066,0.3757837246457423,0.26952108070271136,0.23816255692489527
-0.17962793578400435,-0.803480163147424,-0.0969968675628429,-0.6096143328190613,0.5095607840156225,-0.24145674112985188,-0.723134386964904,-0.3812525999600026,0.1269929964876919,-0.5843864930437143
-0.7253393177592403,-0.013036094026913537,0.019276950630778344,-0.4897065532377673,-0.49708098312375876,0.009949749085281796,-1.1499208432611332,-1.1199449571351265,-0.6365566870292815,-0.3426890017117777
0.038093969815799725,0.8402639127470003,0.440412637774611,-0.24526457013452882,-0.18243741655076584,-0.8087663077306221,-0.16994296544957513,-0.35899329995760193,0.06610957102160624,-0.7662104799616081
0.17852756361557898,0.8800186315178596,-0.22385775539605085,0.15038114597181704,0.31119485409648534,-0.4100059811914294,-0.0036356576610259385,-0.15409838964409078,-0.08576845163153912,-0.7287969379090001
-0.15486332143152673,0.1631505641700627,0.8483449373274112,0.543144916945363,1.3295867496239633,-0.6528045829129376,0.4407278333917235,-0.037963603758348695,1.326178806067074,-0.7531466169312384
-0.7371307370728876,-0.5971216271097912,-1.60896486984002,-0.5029582634918386,-0.6976177182063024,-0.044200844364935016,0.07702322849266807,1.113408396002021,0.48973911919891033,-0.5934803029468256
-0.77667442592727,0.1589389513979341,-1.0565659723921383,1.1575440394280203,0.6517841304176013,-0.45507072275892696,-1.3316140106607544,0.7581688016116198,-0.22899003596622347,0.6587079977543113
-1.2456060041885557,-0.5971094182525557,-0.14549700236612073,-0.09950363691511639,-0.4824822115857905,0.2691102828676274,-0.8891110173900365,-0.25950201140140255,-0.07050284378655836,0.15956497238961
0.308066392538393,-0.9610143240761589,-1.2035774430026744,0.7674410296303069,0.06211654217666209,-0.6402968200817735,0.9060699529233235,-0.08398734534341844,0.6442025521597442,-0.1488178342760995
1.2170308807423145,1.034237197591946,-0.32022723059727914,0.5518095471029782,0.28003271287774995,0.763678262769942,-0.8187117555993675,0.30395258895019334,0.5626272525487656,-1.4089675555370387
-0.9685850288559906,-1.5946421275320244,-0.33427854809096735,0.37286301473973377,0.8765601657221267,-0.09479882642775568,0.9591715995511925,-1.1013345672043193,-1.301277770382156,-0.23373563643861062
0.08738333986531086,-0.20451345275065475,-1.570161368204985,-0.19537759462792478,-1.0772158149771778,0.3001608827557257,0.09405272324897225,-0.8019192354972274,-0.49849031434832963,-0.9262824887234024
-0.21360619468887065,0.4798598436373008,-0.8266418652256672,0.22246928708124328,-0.538302365594045,-0.6697317643888534,-0.23062194454077528,-0.8667797528224984,-0.5253388938537891,-1.0219633132093415
1.1523365141174735,-0.15743195792570136,-0.6300588734207803,0.018136414182596837,-0.24738992850115685,-0.2904719154480343,0.26376207887772035,0.3525533239371612,-0.5097165246477567,-0.5927313477301325
-0.35669004547432703,-1.7766329979463746,-1.1905706098266997,0.8302747719607411,0.9758286027358225,-0.3090842841046916,0.2379804248430767,0.049032705710777856,1.926205079340747,0.5771193774416162
-0.257559957914489,-0.8438607385698187,-1.2532950779382153,0.010728389196857271,-0.6956812817769037,-1.0871081364813255,-0.600480917570426,-0.8982744105831733,0.9869396979469625,0.4129399877366939
-0.1767482837080377,0.8434424240235995,-0.0959220215228305,-0.7393165346200951,0.891015677744135,0.21344521984208512,-0.8682893070093597,-0.2921212998557563,-0.7426312519042129,-1.1495625939179757
0.45262578012532206,1.140980875412451,-1.1104092423230654,0.263976474388139,-0.6220999287152402,-0.46697415699099204,-0.5633409821534502,-0.7503035687922659,-0.11894211912762927,-0.7687767738389134
0.01084070068590359,-0.2166674895062796,-0.31334264488059743,-0.7719173752815346,-0.5706796329308116,0.35700555616955953,0.186128998121586,-0.8275440754716022,-0.08465070067867962,0.32306340798321254
-1.2961214046282756,0.19457727895611177,-0.6045569185256606,0.26935090809933226,-0.7004900890644731,-1.3408496393995535,-1.272940224020261,-0.12995825053621732,0.02359440858709753,-0.8194009392680345
0.25886828998306854,-1.3329632598500165,-0.1945213390891082,-0.9856797588111429,-0.622930727185316,-0.11250245481525929,-0.7470695869519988,-0.4242172667602151,0.5274443094994138,-0.5934721703060062
0.39166215038234,-0.9645231906054372,0.21506059932248825,0.8828920382357762,-1.8896630527382559,-0.6723992499545713,0.2383335723069989,-0.30076372575507965,0.09879249000237135,-0.6121670297999731
-0.113037821724843,-0.28971569197194014,0.653575861631039,0.046624395211222615,0.06579786602531684,-0.4170728767134866,-0.4915085140438761,-0.4568661079488602,0.11452156630228494,-0.4858933638739873
0.023856025089025346,1.2559746624345798,0.4496678852359559,-0.3622605465280238,0.6669404393201807,-0.4145518354906426,-1.5543962094408355,-0.8483096803318801,-1.4142600975722321,-0.4379571693337461
-0.15896760558693618,0.979572849842319,0.07561285786398586,-0.2869403128472491,0.40813206893543386,-1.61025803160741,0.004262780580568985,0.3616383729250406,-1.149565950716122,0.5938033983739995
0.05668166775568618,-0.469573910980839,0.28584250117143767,1.4669556104364447,-0.04260714071359417,0.020673377706888325,-0.4721462093985221,-0.7406819409094731,0.4086933862013519,-0.7861194699835994
-0.12315978389873349,-0.5127835091600443,0.18012638813605747,0.10244466009741254,0.5530102478012136,-0.4821544225120068,-0.3422526774060813,-0.8283660130625172,-0.4515360222139853,0.06493713489527886
0.3386364813394259,-0.8207384655050077,0.44862394674596345,0.8223594600271249,0.11858317660364442,1.1006693612088996,-0.6876883079966353,-1.009210899429886,-1.352122208602243,0.83688980303212
0.2694953193162463,-0.22037158607032745,0.043335677137321706,-0.9254314969098376,1.533238558619527,-0.0582415392328529,-0.08226146913843489,0.33096472790739023,0.17293774018274422,-0.04092289351096859
-0.7039508177270629,0.14477063185464556,1.144511702253876,0.8151616820717252,0.9397848209526152,-0.4829497280924763,-0.8356309453438714,-0.2482166325862607,-0.1140807228646454,0.559604395368342
-1.3116574031292252,0.8778095746373982,-0.25770828628931386,-0.43330805805855044,-0.8737062825595417,-1.2413596938855624,0.40703523786980494,-0.11279609407382431,-1.0222653321978978,-1.0890336084983323
-0.39760827984499625,0.9744351943056008,-0.3275318578880624,-1.19146387107819,-0.34025745903961824,-0.3247927617072052,-2.005980775402303,-0.19959154594333153,-0.3075431874822102,0.28498772604721556
1.0743383177206516,0.5986214574657233,-0.33392240094306985,-0.912073211203845,1.6220638194937733,-0.10466413329713074,-0.14770352642946957,-0.17907166905906338,-0.018004044177830917,-0.29501795117018975
